comment_id,author_name,topic,video_title,video_channel,text,annotator_1_label,annotator_2_label,annotator_3_label,sentiment_label
Ugwibulo5R2v95I-WQ14AaABAg,@JanSmic43578,Football,INSANE WORLD CUP FC26 CARD BATTLE!!,The Wingrove Family,Nice video,positive,positive,positive,positive
Ugy9RIThomTG_dqlOIl4AaABAg,@futbolpresyt,Football,Best Football Skills 2026,SportsHD,"How did you manage that move, Osayi? :D",positive,positive,positive,positive
Ugzk26vnD0iPkszuYnN4AaABAg,@EbrahimKhan-ne7sf,Football,Brazil Showed Why They’re Football Giants 🔥🇧🇷,ALE,😭😭😭🇧🇷🇧🇷❤❤❤,positive,positive,positive,positive
UgwbASrDjyKo6ulWHL14AaABAg,@MuhiddinAbdullahev,Football,Zidane Reacts Ronaldo Stepover Skills 🤯,Hoanftbl,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,positive,positive,positive,positive
UgxIYBPlz65Z433Ra_Z4AaABAg,@Dodos_World11,Football,Neymar Destroying Great Players ☠️,HEcompsHD,😮,neutral,positive,positive,positive
Ugwhb71r0RZRGYjPYxV4AaABAg,@TheB4ll3r_27,Football,1 in a Billion Football Moments,Sir Alex,2:58 whenever i see gabriel i think of something else,neutral,neutral,neutral,neutral
Ugx69gqgGviVCLjc0h54AaABAg,@HERARENAstudiourl,Football,45 Minutes of The Most Cinematic Moments in Football History,FOOT DAILY,This is why we love sports—anything can happen!,positive,positive,positive,positive
UgzgOQSjGgUQ7lG1hwt4AaABAg,@MasonReed-t8d,Football,Best UCL comebacks 🔥😈💀🥶 #football #footballshorts #shorts,SJ10HD Editz TM,❤❤❤❤❤❤,positive,positive,positive,positive
UgxMph4nunJb3OWQaIJ4AaABAg,@TwoFootballshorts,Football,99% IMPOSSIBLE Comeback moments in football,Ninety,Bro played two finals in 2 worldcups . Almost a 3rd ☠,positive,positive,positive,positive
UgyWFTeaoTqqU-uL4Wx4AaABAg,@JacobHudson-d9d5q,Football,Football Kids On Another Level,Chuff Footy Reacts,Basketball hoop 😊,positive,positive,positive,positive
UgzAYCKBwurbDqvfEq54AaABAg,@XenoFoty,Football,Most Humiliating Goals in Football History,Ninety,9:05 Messi Cooked Them 🔥🥀,positive,positive,positive,positive
Ugwvl1rLaZY-MlVOGKV4AaABAg,@Tacnospark6Air,Football,Messi's reaction to Ronaldo's goal ☠️ #cristiano #football #messi #ronaldo #cr7 #edit #trending,FOAR7,🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹,positive,positive,positive,positive
UgwpoIhqh13F9uBpI6R4AaABAg,@JesseVerrier-c8y,Football,Celebrities Playing Football,Chuff Footy Reacts,i met  scetch,neutral,neutral,neutral,neutral
UgyfcvSax7mtVWkTEnp4AaABAg,@MdRajuMia-j3b,Football,Brazil vs Argentina 2025 🔥☠ #shorts #football #fyp #trending,Football X Edit,"🇧🇷,1-4🇦🇷💵🏆",neutral,neutral,neutral,neutral
UgxLZVUowiM40ggps9B4AaABAg,@Abdullahalghaith-t2l,Football,I Tested BANNED Football Products!,Chuffsters,1:51 Already a banger🤯,positive,positive,positive,positive
Ugy9d907fuTIla055vt4AaABAg,@javinix-123,Football,Women VS Men's Dribbling 💀,Primeftbl,"Ronaldinho ☠️ Cr7 ☠️ Messi☠️ Neymar ☠️
👇",positive,positive,positive,positive
Ugy-gxewl-mslR4eSsN4AaABAg,@AfizahAli-u8q,Football,First Champions League player that comes to mind? 🤔,UEFA,CRISTIANOOOOO,neutral,positive,positive,positive
Ugypj_vjmQwO9Xw1VkF4AaABAg,@CVQBBB2,Football,Football Players Jumping Records + Basketball ⚽️🏀,Skiller 90,😮😮,neutral,positive,positive,positive
UgxBg8_49dsGqiuzPE94AaABAg,@sajimalik1092,Football,The Real King.👑 #football #shorts,WTFootball,"Mo salah known as the Egyptian king 
Who agrees with me I'm going to like my own comment because no one will😢
👇",positive,positive,positive,positive
UgzY-kTjzoXoQ7x0GrB4AaABAg,@JaceLandry-k4z,Football,Best Team in the Nation?! Mahomes just invested in them 🤯 #shorts,Quarterback Plug,Prime patriots when they won 6 superbowls,neutral,neutral,neutral,neutral
UgymUEJQBF40hWWumnJ4AaABAg,@entahlahcan,Football,I Survived 24 Hours With a Pro Football Player,Browney,Mbeumo is such a great person,positive,positive,positive,positive
UgxQpBv8zoEnqgpw2Oh4AaABAg,@LatofatxonZaripova,Football,UZBEKISTAN vs SPAIN #uzbekistan #spain #football #soccer #futbol #футбол #footbāl #olympics,Footy Flash02,Yamal zor Abduqodir undan da zor tez aqlli,positive,positive,positive,positive
Ugz1Slt338unng7SOOt4AaABAg,@SllOman-k6g,Football,France Time Wasting vs. Morocco 🫡 #football,Ball 90 Shorts,😂😂😂😂😂,positive,positive,positive,positive
Ugx0uI1h5MulymcCD0N4AaABAg,@sm3dium,Football,Carolina Panthers vs. Arizona Cardinals | 2026 Hall of Fame Game Highlights,NFL,"Not even a fan of both of these teams, but why tf is Carson beck as the thumbnail?
I know he still did good either way, but we all know HK popped tf off. Do better @nfl content creators",negative,negative,negative,negative
UgwBUYihOH8fYGCTaTt4AaABAg,@qbrisatriz,Football,SPAIN 1-0 ARGENTINA | FIFA WORLD CUP 2026 FINAL | FULL LIVE,BOBOLA TV,O Messi deve ter pensado: por que eu não afoguei aquela criança quando tive chance,negative,negative,negative,negative
UgxDdCvcA-HZVQL7EMJ4AaABAg,@OluwafamimadeAlara,Football,Scariest Moments In Football,Ninety,8:41 no need to blur 😂,positive,neutral,neutral,neutral
UgxHhF1mvRdwNR7qNqJ4AaABAg,@indonezziamerdeka,Football,Chelsea 0-1 Juventus | HIGHLIGHTS | Pre-Season 2026/27,Chelsea Football Club,Another mid table season again..hufftt bring back enzo maresca!!!,negative,negative,negative,negative
UgxudeMdc2qaoAvm3hd4AaABAg,@protonflux5766,Climate Change,2026 isn't breaking heat records - yet. El Nino is forecast to spike temperatures,Associated Press,"The climate is by definition a dynamic, evolving system. It will continue to change for the better or worse whether we want it to or not.",neutral,neutral,neutral,neutral
Ugx1flrOhhmUqQSEv5p4AaABAg,@Hammy712,Climate Change,"""It's clear to me that climate change is the single greatest threat to human security that we face""",Green Party of England & Wales,Wow look what happens when you put engineers and not businessmen and con artists in charge.,positive,positive,positive,positive
UgxgZCzSDlAXrU_V2qB4AaABAg,@PEdulis,Climate Change,Climate crisis is 'biggest threat since WW2': Is this hysterics or hard truth?,LBC,"You think man made climate change is wild?
Wait until climate changes humans!",negative,negative,neutral,negative
UgyvYk15M60ABhEJkjp4AaABAg,@chrishughes7627,Climate Change,Record heatwave 'impossible' without climate change #weather #heatwave #climatechange,ITV News,"Laura,tell the real reason our temperatures are increasing. Clear skies and lack of pollution, nothing to reflect the sun back into space,hence the sun is now like a super powered led light which you can no longer look at and its piercingly hot.
Even the Met are saying just this",negative,neutral,negative,negative
UgzpLX94iZNp-JuLHU94AaABAg,@Freemind-b4w,Climate Change,JUST IN: Sheldon Whitehouse And Ron Johnson Get Into Climate Change Debate On Senate Floor,Forbes Breaking News,"Yep, it surely has changed.  Winter's over - - we now have summer.
Instead of heeding the words of politicians and opportunists, listen to real scientists. 
A good earth science expert to start with to refute the alarmists is Dr William Happer.",negative,negative,negative,negative
UgzcxfEaaPdLv6w65tV4AaABAg,@ClimateAdam,Climate Change,Climate Change is Destroying Lives... Now,ClimateAdam,Huge welcome to all the new CliMates who have found this channel from Hank's! It's good to have you here 💚,positive,positive,positive,positive
UgyTNWzqe47NnYE3nad4AaABAg,@amiava4213,Climate Change,Climate Change Is Already Affecting Your Health. Here's What We Can Do.,Carnegie Endowment,"Isn’t this glorious?

India to Climate Cartel: Count Us Out! – ‘Explicit rejection of global net zero movement…has walked away from its bid to host UN’s COP33’

By Vijay Jayaraj

Excerpt: Sometimes a story gets buried not because editors conspire against it, but because the news cycle has room for only one crisis at a time. This year the big news has been the Iran war. But even accounting for competing headlines, the silence around a genuinely consequential development is telling.

And that is the story of India’s explicit rejection of the global net zero movement. India has walked away from its bid to host the COP33 UN climate conference, and the world’s climate press has treated it as a footnote rather than the signal it is.

India had spent years projecting a rising voice in the development of climate policy, and hosting a COP33 is the closest thing the bureaucracy has to a coronation. Then, quietly, without public explanation, India withdrew its offer. No press conference. No elaboration. Just a government stepping back from a role for which it auditioned for years.

The truth is India has run the numbers on the cost of a net-zero energy transition for a population of 1.4 billion climbing out of poverty, and it does not like what it sees. The notion that India should shackle its economy by adhering to restrictive climate policies, while its people still grapple with energy deficits, is illogical and morally indefensible.",positive,positive,positive,positive
Ugw9BwKNwPHslFO6TVd4AaABAg,@Grahzee1967,Climate Change,Climate change fueled the 2026 snow drought,9NEWS,"There is are no solutions, stop lying !!",negative,negative,negative,negative
UgwHCttDwRRV1-tHsUB4AaABAg,@OwnTwoFeetRecords,Climate Change,Climate change reality check,ABC News,Curse of the colonizers.,negative,negative,negative,negative
Ugx4iRg9EvIXp-leo5p4AaABAg,@zxhnglamm,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,"Main idea
The video talks about climate change and the number of people in the world. Some people think a larger population causes more problems for the environment. The speakers discuss different ideas about this topic.
Key drivers
More people need more food, water, and energy. Because of this, factories produce more goods and vehicles use more fuel. These activities can increase pollution and make climate change worse.
My insight
I learned that climate change is a serious problem. Population growth is one cause, but human behavior is also important. I think people should take better care of the environment.


1. My carbon footprint became smaller when I rode my bike to school.
2. Scientists crunched the numbers to study climate change.
3. Many families enjoy modern conveniences such as air conditioners and washing machines.
4. Affluence has allowed many people to live more comfortably.
5. She looked apologetic after arriving late for the meeting.
6. Don't let your heart rule your head when making important decisions.",neutral,neutral,neutral,neutral
Ugx5R6XGizCcxIXT97p4AaABAg,@kurzgesagt,Climate Change,Do we Need Nuclear Energy to Stop Climate Change?,Kurzgesagt – In a Nutshell,"Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. 
Getting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. 
►► http://kgs.link/shop-140
(Worldwide Shipping Available)",neutral,neutral,neutral,neutral
Ugxcl3t00uyUh-Kmalx4AaABAg,@sonyParida-j3z,Climate Change,Climate Change – MIND MAP ENVIRONMENT | Drishti IAS ENGLISH,Drishti IAS : English,❤,positive,positive,positive,positive
UgwAYiw1izwrlDac8vF4AaABAg,@moxiesaint-clare4257,Climate Change,1976 was an outlier. This isn't. ☀️ #summer #sun #climatechange #physics #nature,The Royal Society,"I remember building a snowman in the back garden 1978-1985 , stayed there for weeks. We had snow every winter  but it got less and less each year. Summers were warm 18-23 c wasn't until 97, 98 the tempreture started hitting above 30c.",neutral,neutral,neutral,neutral
UgwmdbR-J6qFkJWPyTZ4AaABAg,@MOliva-p5q,Climate Change,How climate change is changing hurricanes,The Weather Channel,It's not just that.  Where I'm at the have tornadoes every once in a while and I know that it's common for people to believe that trees are bad for that but it's not necessarily true.  When you have winds things like surface roughness effect how strong tornado can get or how far it will go.  That's why you see so many in the midwest where they only have cornfields.  Trees slow down the wind so that it doesn't wipe the whole state or county.  Plus in open fields you get hot air on the surface that create vortexes.  Like you always see birds circle fields to gain altitude.  They clear all of the trees and make a massive empty space full of hot roofs and asphalt.  They do the same thing with water and flash flooding.  They build massive housing developments now and the engineers just make stuff up.  The Civil Engineers don't do their water runoff work for real in detail.  Then when you get huge flooding or tornadoes they only blame global warming.,negative,negative,negative,negative
UgyN2_Kv0ZYD-Ii1v2V4AaABAg,@curtcarlson8312,Climate Change,“I’m F—-ing Terrified” - Economist REFUSED To Have Kids Over Climate Change,Valuetainment,He is arrogant and doesn't listen.  Totally insufferable.,negative,negative,negative,negative
UgxYlFuuWA8hug7Hnxl4AaABAg,@ДимаЮсупов-м2ч,Climate Change,Can wildlife adapt to climate change? - Erin Eastwood,TED-Ed,The middle part was so cool,positive,positive,positive,positive
UgzeQFq6N2PZ4tc91AZ4AaABAg,@CarryWater23,Climate Change,Cut for Time: Climate Change (Kumail Nanjiani) - SNL,Saturday Night Live,He needs to tell Trump that “Enough is Enough”,negative,negative,negative,negative
Ugwu-OAosXROUkPwH-F4AaABAg,@hegantetamboktyanak6368,Climate Change,"Climate Change: New Data, New Debate",Bulletin of the Atomic Scientists,"Until the power of love overcomes the love of power , we are stuffed",negative,negative,negative,negative
UgwZMCKfGLns1VWr27N4AaABAg,@EnglishSpeakingSuccess,Climate Change,How to talk about CLIMATE CHANGE in English,English Speaking Success,"😃 If you want to improve your English Fluency, try this: Fluency for IELTS Speaking, offer here: https://keith-speaking-academy.teachable.com/p/fluency-in-english/
👍If you are preparing for IELTS, try this: IELTS Speaking Success - Get a Band 7+, discount here: https://keith-speaking-academy.teachable.com/p/ielts-speaking-success-get-a-band-7
🤩 Bundle of 3 courses, with discount here: keith-speaking-academy.teachable.com/p/3-course-bundle
🎁  Download my free e-book: 10 MOST COMMON MISTAKES IN IELTS SPEAKING: https://keithspeakingacademy.com/sign-up-download-10-mistakes-fb/",neutral,neutral,neutral,neutral
UgyBHWQD6Xg2E93fczp4AaABAg,@jamieyoho2310,Climate Change,The Climate Crisis Is Coming for Your Food,"The World, The Universe And Us","Rather than instituting sweeping controversial policies regular people don't understand, why did no one suggest grassroots practices? The individual was subjected to useless propaganda about our own options, like the recycling lie or buying EVs. Why was there no focus on education and viable effective small scale practices? I was shocked to learn that eliminating grass lawns in favor of native plants has more environmental impact than buying an EV, as far as measurable results an individual can achieve. Why would this info be withheld in favor of less effective strategies?",negative,negative,negative,negative
Ugxo34_s5Y4cRdO6ep94AaABAg,@bbclearningenglish,Climate Change,Kids and climate change ⏲️ 6 Minute English,BBC Learning English,😊 Click here for a vocabulary list and a transcript: https://bit.ly/3WyL5zc,neutral,neutral,neutral,neutral
Ugxd9Sao9xlw-xv52bB4AaABAg,@datacoderX,Climate Change,The easiest climate change win ever,Simon Clark,"I love all these western experts and politicians that make money and seek fame and influence using fear and guilt-tripping westerners to introduce new taxes and  prepare the ground for others to sell them Chinese products because of  co2 licenses to save the climate.
While the emitters sit in Asia, pollute the world burning billions of tonnes of coal, making billions of dollars producing the goods, the west believes is buying to reduce c02 and fossil usage, helping Asia to grow their businesses and economies to rule the world, it’s a joke.",negative,negative,negative,negative
Ugz0fqkrhThudrf3l8V4AaABAg,@jefferylorance7988,Climate Change,'Climate Change': Scientists Warn Public as Extreme Weather Risks Intensify | Heatwave | El Nino,CNN-News18,"Can we change to lower world temperatures?
Or except the consequences!
Looks like excepting the consequences….we must learn to live with it…",negative,negative,negative,negative
Ugy2sP1sO6h5Ib2cc5N4AaABAg,@hexornest,Climate Change,Climate Change: How does it really work? | ClimateScience #1,ClimateScience - Solve Climate Change,Pseudoscience scam,negative,negative,negative,negative
Ugx2MSxDrWXn7iKOrMR4AaABAg,@waltervolkerbusse456,Climate Change,What Climate Science Actually Says vs. What You've Been Told It Says,Alliance for Responsible Citizenship,"The huge uncontrollable wildfires this week, put rather a different twist on his words. We need to lose  a MAJOR city, to impress on people what ignoring the symptoms means.",negative,negative,negative,negative
Ugx11seHXpdg5yudTCF4AaABAg,@T.Ammiraju-wk1yx,Climate Change,Climate Change Worksheets | 5th Class EVS Workbook Climate Change Worksheets | EVS New Syllabus,A2Z Academy,😅😢😢😢😢😢😂😮😮😮😮😅😅😅😊😊cchhg chh eg hi BK,neutral,neutral,neutral,neutral
UgxJ35Dp_3RpfXVk21B4AaABAg,@jubilee,Climate Change,Climate Change Activists vs Skeptics: Can They See Eye To Eye? | Middle Ground,Jubilee,"Hey Goodhumans! This was one of the most requested episodes we’ve had. It was also one of the toughest to tackle for our team, but deeply illuminating for us as well. We hope the same for you.

Here at Jubilee, we believe in the value of open & honest discussions in order to pave a path towards empathy and develop a better understanding of people with different perspectives. Capturing the complexity and deeper nuances of a topic in a short period is incredibly difficult. However, we hope this discussion can inspire you to dive deeper and spark your own conversations. We’d love to be a part of it and hear your own insights below, so please share 🙂",positive,positive,positive,positive
Ugz92yE2b4esEZ5h_354AaABAg,@lkenaa9038,Climate Change,Jeremy Clarkson says farming has given him a new perspective on the changing climate.,Times News,"The climate also changed in Joseph's time, there were 7 good years followed by 7 bad years.",neutral,neutral,neutral,neutral
Ugw7GQnitlXXaJXTghx4AaABAg,@AddiK-k5d,Climate Change,"Global sea levels could rise more than expected because of climate change, according to a new study",NPR,This is bad for the environment,negative,negative,negative,negative
UgwkaKuS9uJNseeZ_Uh4AaABAg,@colinmacdonald5732,Climate Change,Is climate change as bad for our health as COVID-19?,Simon Clark,Straight I can tell you that young people are NOT more susceptible to COVID.  And for every heat related death there are 5 to 10 cold deaths.  So no climate emergency then.,negative,negative,negative,negative
UgxCQpevK2hkFGGya4B4AaABAg,@redactedhistory,Climate Change,The Climate Crisis Is POLITICAL! #historyshorts #climatechange #history,Redacted History,What’s the hottest it’s gotten for you this summer?,neutral,neutral,neutral,neutral
UgzuAxqrKk1rKIU-9gp4AaABAg,@AcharyaPrashant,Climate Change,Climate Change is a Spiritual Problem || Acharya Prashant (2025),Acharya Prashant,"Full video : Don't blindly rush into 'good' deeds || Acharya Prashant (2019)

""Experience transformation EVERYDAY from the convenience of your home!
To learn more, kindly fill out the form: 
https://acharyaprashant.org/en/enquiry-gita?cmId=m00027
✨ Daily Live Sessions: Bhagavad Gita, Upanishads, Ashtavakra Gita, and World Philosophy.
✨ On-Demand Access: Enjoy 2,000+ hrs of past sessions at your convenience.
✨ Flexible Participation: Join online or in person—choose what suits you best.
✨ Regular Wisdom Exams: Strengthen your understanding with consistent assessments.
✨ Ask AP (AI): Get your answers anytime, anywhere.
✨ A Rare Opportunity: Meet Acharya Prashant and ask your questions in person!

Medium: Hindi, English | Online Zoom Session""",neutral,neutral,neutral,neutral
UgzGLRUEsvipwlnSwgF4AaABAg,@jareddempsey6570,Climate Change,Joe Rogan schools Bernie Sanders on climate change,News24,This aged well,negative,neutral,neutral,neutral
UgxPfWkJlklZzdp7Pp94AaABAg,@ShutterJunkie,Climate Change,Hotter heatwaves are a symptom of climate change,Dr Gilbz,That is an excellent graph.,positive,positive,positive,positive
UgyweTOejZ8HdFgtE8l4AaABAg,@DanH-u3f,Climate Change,"Climate change fueled Canada's wildfires, study says, as Trump blames mismanagement",Associated Press,Canada has done a terrible job with fire prevention and management.,negative,negative,negative,negative
UgzKvfqEyGiPK5SqyvF4AaABAg,@BBCWorldService,Climate Change,Is climate change fuelling diseases like Ebola? The Climate Question podcast - BBC World Service,BBC World Service,Click here to subscribe to our channel 👉🏽 https://bbc.in/3VyyriM,neutral,neutral,neutral,neutral
Ugz-FXM29DF7MQohrSJ4AaABAg,@J5productiins,Climate Change,2026 isn't breaking heat records - yet. El Nino is forecast to spike temperatures,Associated Press,Last I checked a recent rash of feral arsonist tweakers were starting most wildfires. Why aren't we talking about it?,negative,negative,negative,negative
UgyHYNJFxNDqHdkwWHN4AaABAg,@graceohalloran9513,Climate Change,"""It's clear to me that climate change is the single greatest threat to human security that we face""",Green Party of England & Wales,Finally someone talking some sense!!!,positive,positive,positive,positive
UgxiE4Nl5GUPqz7KJXF4AaABAg,@kerrymartyn2253,Climate Change,Climate crisis is 'biggest threat since WW2': Is this hysterics or hard truth?,LBC,It's the biggest crisis since 1887!,negative,negative,negative,negative
UgwSYaHowH-tgEWWX2d4AaABAg,@KingDavid_777,Climate Change,Record heatwave 'impossible' without climate change #weather #heatwave #climatechange,ITV News,"If climate change were real, banks & billionaires would never buy beach front properties that will inevitably be underwater.",negative,negative,negative,negative
UgyJudOsgthXJ-dejMV4AaABAg,@scottmiller8277,Climate Change,JUST IN: Sheldon Whitehouse And Ron Johnson Get Into Climate Change Debate On Senate Floor,Forbes Breaking News,"If you or a loved one suffers a loss from the rapidly increasing onslaught of ""500 year"" floods, storms, wild fires and other recurring severe weather events like we have never seen before—and you support and vote for politicians who deny climate change—then you have no one to blame but yourself.",negative,negative,negative,negative
UgwdqA9mDTGcozjS5MZ4AaABAg,@alistairclark4917,Climate Change,Climate Change is Destroying Lives... Now,ClimateAdam,So little science in this post.  Mostly just appeals to emotion.  Had high hopes of something interesting with the title and the hosts introduction.  It’s the first video I’ve seen from this guy.  Maybe I’m being a bit harsh as I can see he’s posted a lot more.  Is there a video in his back catalogue that describes his position on climate change and solutions that would better represent his scientific position.,negative,negative,negative,negative
UgyXAiY5IEQdVCcWe4x4AaABAg,@paulhotson5820,Climate Change,Climate Change Is Already Affecting Your Health. Here's What We Can Do.,Carnegie Endowment,"Around 2200 to 1900 BCE, an abrupt climate change caused a widespread megadrought (a drought lasting over 10 years) across the Mediterranean, west Asia, the Indus River Valley, and northeast Africa Europe.This megadrought is known as the 4.2-kiloyear BP (4,200 years before present) 
Just history repeating!",neutral,neutral,neutral,neutral
UgwCPC21hUiXlsYidN54AaABAg,@Grahzee1967,Climate Change,Climate change fueled the 2026 snow drought,9NEWS,"I am surprised  this did not happen a decade ago.
80% human  extinction  by 2030 is irreversible",negative,negative,negative,negative
UgznTsPrLHggmnvOEzt4AaABAg,@davidhales8799,Climate Change,Climate change reality check,ABC News,Well the un climate mob says that we've overplayed the climate scam.,negative,negative,negative,negative
UgxZ7sRzWdi8SFlc1V94AaABAg,@هدهد-ث2ز,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,"I have an idea that could help large-scale ecological restoration using existing civil aviation routes.

Instead of randomly dropping seeds, commercial aircraft could be equipped with a dedicated seed-dispersal module containing multiple compartments. Each compartment would hold seeds of native tree species that are specifically selected for the ecosystems along the aircraft's route.

An AI-powered system connected to GPS and environmental databases could automatically determine the aircraft's location and release only the appropriate native seeds for that region, preventing the spread of non-native or invasive species.

Each seed could be enclosed in a biodegradable seed capsule made from clay, organic compost, gum arabic or natural tree resin, and recycled paper fibers. This protective capsule would shield the seed during its fall, retain moisture, and gradually decompose after rainfall, increasing the chances of successful germination.

To maximize success, seed release should not occur everywhere. Instead, it should be limited to approved restoration areas such as degraded lands, desert regions with seasonal rainfall, dry riverbeds, post-wildfire landscapes, or locations identified by satellite data as having adequate soil moisture.

Such a system would require cooperation between airlines, environmental scientists, governments, and conservation organizations. If implemented responsibly, every commercial flight could contribute to global reforestation and ecosystem restoration while ensuring that only native species are introduced into suitable habitats.

😊",positive,positive,positive,positive
UgxMt7q1qHdkJBwdlhd4AaABAg,@barekwentworth6623,Climate Change,Do we Need Nuclear Energy to Stop Climate Change?,Kurzgesagt – In a Nutshell,I wish all the ignorant people who bash nuclear energy would shut up and educate themselves.,negative,negative,negative,negative
UgwmcAQFJOLFal-8Sqx4AaABAg,@KssfKigg,Climate Change,Climate Change – MIND MAP ENVIRONMENT | Drishti IAS ENGLISH,Drishti IAS : English,Very high quality explanation.,positive,positive,positive,positive
Ugxfp17_3gw8ie_GPEl4AaABAg,@Cyrus-p9i,Climate Change,1976 was an outlier. This isn't. ☀️ #summer #sun #climatechange #physics #nature,The Royal Society,"Climate is about change across a massive arc of time.  Weather is anecdotal biases.  I remember 1976 too and it was overwhelmingly seen as positive, lovely to have a hot summer.  Sure the infrastructure was not up to it and a dozen other typically British issues but the public were positive.  Compare that to today where ever ounce of negativity can be extracted from a positive by the chicken lickens of the world, united in their clucking negativity.",negative,negative,negative,negative
UgzwoIxcMLHgTqWhEVl4AaABAg,@johnthomas1178,Climate Change,How climate change is changing hurricanes,The Weather Channel,I guess all those climate change protests are working. 😅😅😅 Its pretty quiet in 2025. Buncha weirdos.,negative,negative,negative,negative
Ugx45jh94_Po2uQNeJZ4AaABAg,@FrankWhyteDaDon,Climate Change,“I’m F—-ing Terrified” - Economist REFUSED To Have Kids Over Climate Change,Valuetainment,When we set out to make a shoe we chose a shoe most people cant afford,negative,negative,negative,negative
UgxOZim6IsQeUcGeZGJ4AaABAg,@alexmisajel6407,Climate Change,Can wildlife adapt to climate change? - Erin Eastwood,TED-Ed,"This video is very fun, I like it a lot | I watched all and did not skip | The middle part was so cool | This video is made very well | I want to show this to my friends | It is very easy to understand | The more I watch, the more I like it | I watched this two times | Now I understand it better | I wish this part was longer | I watched and forgot the time | This video is simple and nice | First time here and I like it | This is what I needed, thank you | I learned new things today | If you don’t know, just watch this | The voice is clear and easy | I agree with this video | I watch every new video | I like the ending the most | This video is very good | I watched again to understand | Anyone here late like me? | After watching, I want to try | This video should have more views | It is really worth watching | If you watch till the end, it is great | I hope there is part 2 | At first I was not sure, now I like it | This feels real and true | After watching, I feel happy | This video makes me smile | I like how simple it is | This is easy and fun to watch | I want more videos like this | This is very interesting | I like every part of this | This video is not boring at all | I enjoyed this a lot | I feel excited after watching",positive,positive,positive,positive
Ugx38N6IAEpU4fiPjrF4AaABAg,@Alg-0-Rhythm,Climate Change,Cut for Time: Climate Change (Kumail Nanjiani) - SNL,Saturday Night Live,"cut for time, best thing I've seen kumail in and a damn sight better than average sketches",positive,positive,positive,positive
UgzoPu_XHOxN_Ngs-C94AaABAg,@RidgeWalker-jw1rr,Climate Change,"Climate Change: New Data, New Debate",Bulletin of the Atomic Scientists,"Scientists just should present the worst case scenario and let the media freak out. It doesn't matter whether they publish conservative or moderate views on climate change, every oil executive and every politician in their pocket will push back, so just put out the worst case",negative,negative,negative,negative
UgxS-xkzq4h5d6WxK4R4AaABAg,@dcopkt11,Climate Change,How to talk about CLIMATE CHANGE in English,English Speaking Success,but his hair...,negative,neutral,neutral,neutral
Ugw5hnrleWcq9xkParN4AaABAg,@WilliamDickinson_,Climate Change,The Climate Crisis Is Coming for Your Food,"The World, The Universe And Us",Lost me on eat less meat and genetically engineer crops.,negative,negative,negative,negative
UgzV8ar4TJbFdZKD5O54AaABAg,@qjim16,Climate Change,Kids and climate change ⏲️ 6 Minute English,BBC Learning English,"5:00 - What a wonderful way to save the planet: skipping school. My next protest will be eating pizza every night, with recycled Coca of course 😂😂😂",negative,negative,negative,negative
Ugzyd1kIRPdywk_Kw0x4AaABAg,@Nils-xq3ql,Climate Change,The easiest climate change win ever,Simon Clark,maybe the core problem is capitalism itself,negative,negative,negative,negative
UgxKJRLAeXdHsj-KzVZ4AaABAg,@Debasmita623,Climate Change,'Climate Change': Scientists Warn Public as Extreme Weather Risks Intensify | Heatwave | El Nino,CNN-News18,You don't load every thing in computer,negative,negative,neutral,negative
UgyBnBpw9_v6sq7dWG94AaABAg,@Leah_Charles-9,Climate Change,Climate Change: How does it really work? | ClimateScience #1,ClimateScience - Solve Climate Change,Switching on the AC FOR making us cool but not the 🌎🌍,neutral,negative,neutral,neutral
Ugy52LudEs0HBuEWerZ4AaABAg,@PaulBeau-h7n,Climate Change,What Climate Science Actually Says vs. What You've Been Told It Says,Alliance for Responsible Citizenship,I love warm weather.,positive,positive,positive,positive
UgzVEt6Qbxt-EbPwZDN4AaABAg,@momchilandonov,Climate Change,Climate Change Activists vs Skeptics: Can They See Eye To Eye? | Middle Ground,Jubilee,8:10 makes no sense. Increase economic production yet keep the air safe?! That production based economy caused the climate change to begin with LMAO.,negative,negative,negative,negative
Ugxn2AX0wPjtJv4rOtx4AaABAg,@JanZamani,Climate Change,Jeremy Clarkson says farming has given him a new perspective on the changing climate.,Times News,Farmers are struggling with climate change yet all voting reform...,negative,negative,negative,negative
