comment_id,author_name,topic,video_title,video_channel,text,annotator_1_label,annotator_2_label,annotator_3_label,sentiment_label,clean_text
UgwBWN34W0GruuARmUN4AaABAg,@aimananton5839,Climate Change,How to talk about CLIMATE CHANGE in English,English Speaking Success,Do you have a Video Like this about the Topic Environment?,neutral,neutral,neutral,neutral,video like topic environment
UgxsIyFb-WN-9h98knd4AaABAg,@definitelynotclickbait8283,Climate Change,The Climate Crisis Is Coming for Your Food,"The World, The Universe And Us","we must act now, the planet is burning",negative,negative,negative,negative,must act planet burning
UgwI4p3G4w6P14jqjUV4AaABAg,@HenryYuna-k4c,Climate Change,Kids and climate change ⏲️ 6 Minute English,BBC Learning English,"It makes really sense when children are the people who scared most about the climate change.Obviously,they are the next generation and they really have to face what will happen in the future.So,if older people still destroying the climate,children have to face these undesirable consequences in the future.As a teenager,I also agree with them.",negative,negative,negative,negative,makes really sense children people scared climate change obviously next generation really face happen future older people still destroying climate children face undesirable consequences future teenager also agree
Ugx23uBtE8oAEq9AETZ4AaABAg,@Dexter01992,Climate Change,The easiest climate change win ever,Simon Clark,"""Oh nice, more efficient, less polluting method? Great!

It means we can ramp up production so that we pollute even worse than before!""",negative,negative,negative,negative,oh nice efficient less polluting method great means ramp production pollute even worse
Ugxx5fqMiaK3kTQM-SR4AaABAg,@thetafia,Climate Change,'Climate Change': Scientists Warn Public as Extreme Weather Risks Intensify | Heatwave | El Nino,CNN-News18,😂😂😂,neutral,negative,positive,positive,
Ugyw1K9FyCS6kQAPj3N4AaABAg,@hoanghelen3208,Climate Change,Climate Change: How does it really work? | ClimateScience #1,ClimateScience - Solve Climate Change,i like this vedio-child,positive,positive,positive,positive,like vedio child
UgyrUwSeeThdIi8PBRx4AaABAg,@Blackwater06,Climate Change,What Climate Science Actually Says vs. What You've Been Told It Says,Alliance for Responsible Citizenship,"When politicians are screaming at you that the ocean levels are rising, flooding of major cities is imminent, while simultaneously building multi-million dollar mansions on the ocean front.....you know what you're dealing with. How much power has been gained by those who push this? How much money has been made? We all know what this is.",negative,negative,negative,negative,politicians screaming ocean levels rising flooding major cities imminent simultaneously building multi million dollar mansions ocean front know dealing much power gained push much money made know
UgyS5LM9fMHLUd9KnPt4AaABAg,@user-lg5cv,Climate Change,Climate Change Activists vs Skeptics: Can They See Eye To Eye? | Middle Ground,Jubilee,Climate activists vs. Fox News boomers,negative,neutral,negative,negative,climate activists vs fox news boomers
Ugzc9aSG-kPiRLijc6l4AaABAg,@tobydstreet,Climate Change,Jeremy Clarkson says farming has given him a new perspective on the changing climate.,Times News,Perhaps the demons will stop using HARP and the other 21 weather modification stations around the world… not so many chemtrails the last few months 👌🏼,negative,negative,negative,negative,perhaps demons stop using harp 21 weather modification stations around world many chemtrails last months
UgxxKwaJnQPJ4CtYZvl4AaABAg,@beth8775,Climate Change,"Global sea levels could rise more than expected because of climate change, according to a new study",NPR,"I remember the predictions 30 years ago that we wouldn't really see any of the effects in our lifetime. Then we discovered previously unknown feedback loops. There may still be more of those accelerating feedback loops. Even when new models show 20 years until xyz happens, I assume it will be sooner and probably more severe.",negative,negative,negative,negative,remember predictions 30 years ago really see effects lifetime discovered previously unknown feedback loops may still accelerating feedback loops even new models show 20 years xyz happens assume sooner probably severe
UgzxmXWzPPjKJsfEjV54AaABAg,@travcollier,Climate Change,Is climate change as bad for our health as COVID-19?,Simon Clark,"Some nuance on the mosquitoes...

Aedes albopictus (Asian tiger mosquito) can transmit Dengue, does not seem to be as good at it as Aedes aegypti.  However, it is quite invasive and loves biting humans.  

There are many places where albopictus is already common but Dengue isn't...  The virus itself replicates and transmits better in warmer temperatures.  There are places which are fine for the mosquitoes, but too cool for the virus to really take off.  So not only are the mosquitoes expanding their range, global warming is expanding the range where the virus thrives within those mosquitoes.",neutral,neutral,neutral,neutral,nuance mosquitoes aedes albopictus asian tiger mosquito transmit dengue seem good aedes aegypti however quite invasive loves biting humans many places albopictus already common dengue virus replicates transmits better warmer temperatures places fine mosquitoes cool virus really take mosquitoes expanding range global warming expanding range virus thrives within mosquitoes
Ugw-8iHcMa3sE1k2VQx4AaABAg,@ohiocitydave,Climate Change,The Climate Crisis Is POLITICAL! #historyshorts #climatechange #history,Redacted History,Ohio city born and raised here. C-town love.,positive,positive,positive,positive,ohio city born raised c town love
UgykUHsUFrqufF33HdN4AaABAg,@surajghagare1667,Climate Change,Climate Change is a Spiritual Problem || Acharya Prashant (2025),Acharya Prashant,💯💯💯,positive,positive,positive,positive,
Ugzy62qc3VX0uSjFKnp4AaABAg,@SultansOfFilm,Climate Change,Joe Rogan schools Bernie Sanders on climate change,News24,"Damn, IQ in this Comment section is below zero. The fact that we are in a ""cool Period"" is the very proof that climate change exists, as the temperatures are the hottest ever recorded, even without a ""heat period"", that somebody can still call climate change a hoax in 2026 with the biggest Wildfires this Planet has seen is unbelievable",negative,negative,negative,negative,damn iq comment section zero fact cool period proof climate change exists temperatures hottest ever recorded even without heat period somebody still call climate change hoax 2026 biggest wildfires planet seen unbelievable
Ugy6_csNMzRHk2h0Z1R4AaABAg,@DH-tv2yw,Climate Change,Hotter heatwaves are a symptom of climate change,Dr Gilbz,"How much do we need to reduce C02 emissions to stop, but not reverse climate change?",neutral,neutral,neutral,neutral,much need reduce c02 emissions stop reverse climate change
Ugy9iZVv2-dnGvFwpYJ4AaABAg,@what163,Climate Change,"Climate change fueled Canada's wildfires, study says, as Trump blames mismanagement",Associated Press,"The largest polluter in modern history is the american oil industry and their military industrial complex.  Selling weapons, drill baby drill, arrogance and ignorance and an orange clown spewing tripe daily

Pathetic",negative,negative,negative,negative,largest polluter modern history american oil industry military industrial complex selling weapons drill baby drill arrogance ignorance orange clown spewing tripe daily pathetic
Ugy9cW6Bvuv4hZGhXS94AaABAg,@HankusSpankus,Climate Change,Is climate change fuelling diseases like Ebola? The Climate Question podcast - BBC World Service,BBC World Service,When the sea is deoxygenated it produces huge amounts of anaerobic bacteria that will create new pathogenic disease .,neutral,negative,neutral,neutral,sea deoxygenated produces huge amounts anaerobic bacteria create new pathogenic disease
UgzguSHtEmYz2L8D1854AaABAg,@rkhitchUK,Climate Change,2026 isn't breaking heat records - yet. El Nino is forecast to spike temperatures,Associated Press,Heat waves are normal.  Natural climate change is normal.  Heat waves don't start fires.  Arsonists and lighting strike are the usual culprits.,neutral,neutral,neutral,neutral,heat waves normal natural climate change normal heat waves start fires arsonists lighting strike usual culprits
Ugxb2jmrIrldcAi4vqd4AaABAg,@CarlCoates-c1u9g,Climate Change,"""It's clear to me that climate change is the single greatest threat to human security that we face""",Green Party of England & Wales,"Bob dole said the same crap , in the early nineties",negative,negative,negative,negative,bob dole said crap early nineties
UgxjjvB2yKN8oXQf_DJ4AaABAg,@pvmagnus,Climate Change,Climate crisis is 'biggest threat since WW2': Is this hysterics or hard truth?,LBC,Have you not seen the insurance industry report which highlighted the fact that up to 4 Billion people are likely to die?,negative,negative,negative,negative,seen insurance industry report highlighted fact 4 billion people likely die
Ugy0kDz5SJP8p4g0-4x4AaABAg,@vividius7951,Climate Change,Record heatwave 'impossible' without climate change #weather #heatwave #climatechange,ITV News,"Biggest causes of heatwaves...
Sunspots!",neutral,neutral,neutral,neutral,biggest causes heatwaves sunspots
Ugz9E_zsEvko3V9lvI14AaABAg,@johnr.johnston5808,Climate Change,JUST IN: Sheldon Whitehouse And Ron Johnson Get Into Climate Change Debate On Senate Floor,Forbes Breaking News,Shouldn't Johnson be in jail for bilking Medicaid? Anyhow China is making a fool out of Ronny the shiny shill. China is way ahead because they recognize climate change and are dealing with it.,negative,negative,negative,negative,johnson jail bilking medicaid anyhow china making fool ronny shiny shill china way ahead recognize climate change dealing
UgzxbIm0PjcZUTJB-ph4AaABAg,@alistairclark4917,Climate Change,Climate Change is Destroying Lives... Now,ClimateAdam,Life expectancy of an Indian has gone up over 30 years for individuals in the past 70 years.  Was 41 in the 50s now 71.  This coincides with cheaper more abundant energy.,neutral,neutral,neutral,neutral,life expectancy indian gone 30 years individuals past 70 years 41 50s 71 coincides cheaper abundant energy
UgxqtSYoLUWd3rK7nKF4AaABAg,@dr.dfargo2921,Climate Change,Climate Change Is Already Affecting Your Health. Here's What We Can Do.,Carnegie Endowment,I AM MORE WORRIED ABOUT BIG PHARMA THAN MOTHER NATURE. COMIRNATY IS THE TRUE FDA APPROVED VACCINE FOR COVID BUT WAS NOT AVAILABLE BEFORE 10 04/2023 TO GET EVERYBODY TO TAKE,negative,negative,negative,negative,worried big pharma mother nature comirnaty true fda approved vaccine covid available 10 04 2023 get everybody take
UgwfvnMCZrZfyTzbbt54AaABAg,@amiava4213,Climate Change,Climate change fueled the 2026 snow drought,9NEWS,"Isn’t this glorious?

South Australians urged to consider occasional power outages to curb costs.

By Malcolm Sutton, the ABC

With yet another power price hike in the works this year, an energy technology expert warns South Australians may need to consider tolerating the occasional blackout for the sake of cheaper power.

Daniel Rossetto is an expert in global environmental and energy commodity markets at Adelaide University.

He called upon Australians to have a conversation about accepting less reliable energy, or making concessions elsewhere, if it wants to bring down utility prices with any meaningful impact.

People have unrealistic expectations of having electricity working all the time, just say, like we used to for most of the last century. The problem is that it will cost a fortune to have reliable back up power to cover every last contingency. (Because giant infrastructure will be sitting around all year doing nothing, just waiting for that half-hour when it’s needed. Who thought that would be cheap?).

Watch the pea here in the paragraph below — we used to have two of the three major priorities, then we added number three, and now we have none:

He said there were “basically three major policy priorities” when it came to energy, and it was currently impossible to achieve all three for electricity.

“One is affordability, another is sustainability, and third is security, or reliability,” he said.

Righto. So, it’s possible to have affordable electricity and reliable electricity but not (gasp) renewable energy at the same time? Well, why didn’t you just say so, and fifteen years ago would have been handy.

This is Olympic level spin:

“We end up prioritizing reliability by default, and sometimes also sustainability with renewables and things like that, without necessarily thinking about affordability,” Dr. Rossetto said.

“But are we prepared to tolerate a slightly slower pace of decarbonization on electricity in the name of less expensive energy? Or are we prepared to take little more outage time in exchange for lower prices?”

In the end, you must remember how you are always the problem but forget how you used to have affordable and reliable electricity…

Thus, the great renewable-energy transition continues: First, electricity becomes more expensive. Then, reliability becomes an optional luxury. And finally, the public is blamed for expecting the power system to do what power systems used to do.",negative,negative,negative,negative,glorious south australians urged consider occasional power outages curb costs malcolm sutton abc yet another power price hike works year energy technology expert warns south australians may need consider tolerating occasional blackout sake cheaper power daniel rossetto expert global environmental energy commodity markets adelaide university called upon australians conversation accepting less reliable energy making concessions elsewhere wants bring utility prices meaningful impact people unrealistic expectations electricity working time say like used last century problem cost fortune reliable back power cover every last contingency giant infrastructure sitting around year nothing waiting half hour needed thought would cheap watch pea paragraph used two three major priorities added number three none said basically three major policy priorities came energy currently impossible achieve three electricity one affordability another sustainability third security reliability said righto possible affordable electricity reliable electricity gasp renewable energy time well say fifteen years ago would handy olympic level spin end prioritizing reliability default sometimes also sustainability renewables things like without necessarily thinking affordability dr rossetto said prepared tolerate slightly slower pace decarbonization electricity name less expensive energy prepared take little outage time exchange lower prices end must remember always problem forget used affordable reliable electricity thus great renewable energy transition continues first electricity becomes expensive reliability becomes optional luxury finally public blamed expecting power system power systems used
UgwK87nkBtA8nuSeOjV4AaABAg,@JackBlack-ml4qw,Climate Change,Climate change reality check,ABC News,I can't get my head around how average citizens are so passionate about protecting our elist fossil fuel overlords. They're literally paying a premium to destroy the Earth and not getting anything in return other than more expensive gasoline than you would have paid otherwise under different administration.,negative,negative,negative,negative,get head around average citizens passionate protecting elist fossil fuel overlords literally paying premium destroy earth getting anything return expensive gasoline would paid otherwise different administration
UgzwEl7chKAQOAAXUlt4AaABAg,@OminaOktamova-j6b,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,i think so  in my opinion there is not about climate because many countries like germany 10%of their people they don’t want to have a baby there is about india and some asia countries,neutral,neutral,neutral,neutral,think opinion climate many countries like germany 10 people want baby india asia countries
UgyaiIKQZa7VqNaUL1h4AaABAg,@catahouligann6965,Climate Change,Do we Need Nuclear Energy to Stop Climate Change?,Kurzgesagt – In a Nutshell,It'd be cool if you revisited this today.,positive,neutral,positive,positive,cool revisited today
UgxRuFQLoiaszECBe4B4AaABAg,@rishabhnegi1913,Climate Change,Climate Change – MIND MAP ENVIRONMENT | Drishti IAS ENGLISH,Drishti IAS : English,Not clear how it effect climate change,negative,negative,negative,negative,clear effect climate change
UgzoDcIU2pdOMGcytgV4AaABAg,@Autodidactme,Climate Change,1976 was an outlier. This isn't. ☀️ #summer #sun #climatechange #physics #nature,The Royal Society,Come to the comments to see morons argue with scientists on the royal society’s youtube channel! 😂,negative,negative,negative,negative,come comments see morons argue scientists royal society youtube channel
UgzwpcR5rUXgyQ3lFqF4AaABAg,@AliyahPacea-l5v,Climate Change,How climate change is changing hurricanes,The Weather Channel,Go ahead,neutral,neutral,neutral,neutral,go ahead
UgzmmmnGdmcpX57zWZ54AaABAg,@denisdaly1708,Climate Change,“I’m F—-ing Terrified” - Economist REFUSED To Have Kids Over Climate Change,Valuetainment,The lack of education in the comments.  Earth is warming at 0.35C per decade.,negative,negative,negative,negative,lack education comments earth warming 0 35c per decade
UgyRzwwrsAiCHrVi7Id4AaABAg,@Noob-tg6ze,Climate Change,Can wildlife adapt to climate change? - Erin Eastwood,TED-Ed,Wildlife means wild life not wild animals.,neutral,neutral,neutral,neutral,wildlife means wild life wild animals
Ugwv3ORhXh2t6ljt-1R4AaABAg,@bonjy3701,Climate Change,Cut for Time: Climate Change (Kumail Nanjiani) - SNL,Saturday Night Live,"I mean, it just makes sense.",positive,neutral,neutral,neutral,mean makes sense
UgwXC48i5-wrWug5-Rd4AaABAg,@johns.7297,Climate Change,"Climate Change: New Data, New Debate",Bulletin of the Atomic Scientists,"As the saying goes, nothing fails like success; nothing  succeeds like failure. Also, for those who do take action against climate change, no good deed goes unpunished.",negative,negative,negative,negative,saying goes nothing fails like success nothing succeeds like failure also take action climate change good deed goes unpunished
UgzesARR7tw3AYMpZ6B4AaABAg,@belhajsalemghofrane1108,Climate Change,How to talk about CLIMATE CHANGE in English,English Speaking Success,"Thank you. That""s  very helpful.",positive,positive,positive,positive,thank helpful
UgxYM_ODRqw_ytdibw14AaABAg,@diosteama2719,Climate Change,The Climate Crisis Is Coming for Your Food,"The World, The Universe And Us","Things are going to get ugly, even the bible mentioned the great famine, the stupidity and rage of the human race is going to clash with ourselves. We have to be prepared, buy a lot of canning food and storage some water just in case....",negative,negative,negative,negative,things going get ugly even bible mentioned great famine stupidity rage human race going clash prepared buy lot canning food storage water case
UgwugdIP1B4k4amwY554AaABAg,@AnnikaNygård-c6z,Climate Change,Kids and climate change ⏲️ 6 Minute English,BBC Learning English,Håller med dig kära föicka rädda planetwn vår😊❤,positive,positive,positive,positive,håller med dig kära föicka rädda planetwn vår
Ugwhiq1FnyKu7Egyta54AaABAg,@B0jangle5,Climate Change,The easiest climate change win ever,Simon Clark,Never thought I'd be watching a video of renowned science communicator Simon Clark liberating methane in Italy,positive,positive,positive,positive,never thought watching video renowned science communicator simon clark liberating methane italy
UgxMdrdu1IogHY0zqGJ4AaABAg,@SGAFirefly,Climate Change,'Climate Change': Scientists Warn Public as Extreme Weather Risks Intensify | Heatwave | El Nino,CNN-News18,Don’t look up,negative,neutral,neutral,neutral,look
UgwgGLnvMpiKP_wDq5R4AaABAg,@terenceiutzi4003,Climate Change,Climate Change: How does it really work? | ClimateScience #1,ClimateScience - Solve Climate Change,"We have Changes in Solar radiance,  orbital excentisity,  and axial tilt that control our climate!",neutral,neutral,neutral,neutral,changes solar radiance orbital excentisity axial tilt control climate
Ugx-H9murPh4AJqPBt54AaABAg,@meganholmes-v9c,Climate Change,What Climate Science Actually Says vs. What You've Been Told It Says,Alliance for Responsible Citizenship,"The earth could explode tomorrow it could bake, it could freeze. And we will all go with it. You won't know so why worry. HALF THE WORLD IS STARVING HALF THE WORLD IS SINKING WITH OBESITY. SOME PEOPLE ARE TOO HOT SOME PEOPLE TOO COLD. WHO REALLY CARES.",negative,negative,negative,negative,earth could explode tomorrow could bake could freeze go know worry half world starving half world sinking obesity people hot people cold really cares
UgwQo4cEX_FmBydI9NB4AaABAg,@dantecro8022,Climate Change,Climate Change Activists vs Skeptics: Can They See Eye To Eye? | Middle Ground,Jubilee,its wild this was 6 years ago,neutral,neutral,neutral,neutral,wild 6 years ago
Ugw-lyT1JJ1xAy8baS94AaABAg,@sobeit1927,Climate Change,Jeremy Clarkson says farming has given him a new perspective on the changing climate.,Times News,Spraying the heck out our Skys has the intention of changing our weather so it’s no surprise that the weather has changed. What we don’t know is what the weather would be like if we weren’t doing this.  Man made climate change really is a thing it seems.,neutral,negative,negative,negative,spraying heck skys intention changing weather surprise weather changed know weather would like man made climate change really thing seems
UgzGuQ12mtwJ4Dag79h4AaABAg,@jandavies4400,Climate Change,"Global sea levels could rise more than expected because of climate change, according to a new study",NPR,What a load of bullshit another fear mongering technique to control the masses,negative,negative,negative,negative,load bullshit another fear mongering technique control masses
Ugx01TRP5O1fLDU8OsV4AaABAg,@swordzanderson5352,Climate Change,Is climate change as bad for our health as COVID-19?,Simon Clark,"Not just a health crisis. It's also a financial crisis, an environmental crisis, a quality of life crisis, and - if we keep going - eventually an existential crisis.

And it starts with the parasites that are billionaires being less of a c-bomb.",negative,negative,negative,negative,health crisis also financial crisis environmental crisis quality life crisis keep going eventually existential crisis starts parasites billionaires less c bomb
UgwiUYSH66Xph3XZ9th4AaABAg,@killercutie,Climate Change,The Climate Crisis Is POLITICAL! #historyshorts #climatechange #history,Redacted History,"I live in Florida on the Space Coast, so we’re used to extremely hot and humid summers, it’s the winter and hurricane season that really have me worried. We’ve been getting colder and colder winters with more frequent flash freezes/frosts. This past winter, all my mom’s tropical plants ended up dying in the flash freeze, which is insane 😭😭😭. Hurricane season is coming up and we’ve already been having pretty bad summer storms, I can’t imagine things are gonna get better. I live like, 20 to 30ish minutes from the coastline itself but my bigger concern is that my neighborhood is a nature reserve with several bodies of water and our roads are not built to handle extreme flooding.",negative,negative,negative,negative,live florida space coast used extremely hot humid summers winter hurricane season really worried getting colder colder winters frequent flash freezes frosts past winter mom tropical plants ended dying flash freeze insane hurricane season coming already pretty bad summer storms imagine things gonna get better live like 20 30ish minutes coastline bigger concern neighborhood nature reserve several bodies water roads built handle extreme flooding
Ugydec-7ketnlXSszUd4AaABAg,@AnujTiwari-r7r,Climate Change,Climate Change is a Spiritual Problem || Acharya Prashant (2025),Acharya Prashant,The only solution of climate change is spritual solution because it is caused human and human disturb mindly so need spritual solution.,neutral,neutral,neutral,neutral,solution climate change spritual solution caused human human disturb mindly need spritual solution
UgwsCNPDU7eMDsQCmmJ4AaABAg,@Jonathan-mg3yn,Climate Change,Joe Rogan schools Bernie Sanders on climate change,News24,Joe doesnt read the article,negative,negative,negative,negative,joe doesnt read article
UgxDpWvmkhGY_o9S9Td4AaABAg,@trs4u,Climate Change,Hotter heatwaves are a symptom of climate change,Dr Gilbz,"I made a little series, just for fun, called ""Mars New Albion"" which deliberately played on how nice we could make living on Mars, in the best possible case. It would obviously be awful compared to any conception of an earthly paradise, and in my mind the living-in-a-lifeboat awfulness of it was part of the humour, but I'm not sure it was obvious to anyone. Now I think it might not be a bad prototype for projects on this planet. Biosphere collapse could happily more suddenly than we can cope with. We can wait a while for our living room aircon to be installed, but the motivation for it is yesterday's extreme. Tomorrow's extreme might need something we just can't get so quickly.",negative,negative,negative,negative,made little series fun called mars new albion deliberately played nice could make living mars best possible case would obviously awful compared conception earthly paradise mind living lifeboat awfulness part humour sure obvious anyone think might bad prototype projects planet biosphere collapse could happily suddenly cope wait living room aircon installed motivation yesterday extreme tomorrow extreme might need something get quickly
Ugy74n2vbgmaR9TrU1l4AaABAg,@violantederojas6188,Climate Change,"Climate change fueled Canada's wildfires, study says, as Trump blames mismanagement",Associated Press,Demento knows nothing about Forest Management.  He doesn't know anything about how climate change IS a thing.,negative,negative,negative,negative,demento knows nothing forest management know anything climate change thing
UgyAXjM6lDG3uzlVP4V4AaABAg,@Healitnow,Climate Change,Is climate change fuelling diseases like Ebola? The Climate Question podcast - BBC World Service,BBC World Service,"Do not use chlorinated water or chlorinated cleaning chemicals for any reason. Chlorine can destroy up to 50% of the human immune system. Take your chlorine free water and add a quarter TSP of aluminum free baking soda to each quart or liter of water and drink a lot of this. The alkalinity and purity of the water act as a natural body flush, and the health benefits of this can be enormous. 


Now take Astragalus, Immune 7, and Olive Leaf 15%, at a dosage of 1 of each, 2 times daily for general immunity, or up to 1 of each 12 times daily if an epidemic is next door, or if something is coming on. I usually kill almost anything in less than one hour by taking one of each every 15 min for one hour. 



You can buy these at most well stocked health food stores. This will slow or stop anything germ or viral-based. I know as I have used it for years. 



These herbs are much more powerful when the body is chlorine free. Bathe in, cook with, and drink pure chlorine free water only. In fact, adding a level 1/4 TSP of aluminum free baking soda per quart or litre will alkalinize the water, making it more effective against all disease. 



 This is more effective and powerful than the coved vaccines, and side effect free. I used this only, never got vaccinated, and went through two years of coved in my 70s without even a hiccup, doing exactly what I have above.",neutral,neutral,neutral,neutral,use chlorinated water chlorinated cleaning chemicals reason chlorine destroy 50 human immune system take chlorine free water add quarter tsp aluminum free baking soda quart liter water drink lot alkalinity purity water act natural body flush health benefits enormous take astragalus immune 7 olive leaf 15 dosage 1 2 times daily general immunity 1 12 times daily epidemic next door something coming usually kill almost anything less one hour taking one every 15 min one hour buy well stocked health food stores slow stop anything germ viral based know used years herbs much powerful body chlorine free bathe cook drink pure chlorine free water fact adding level 1 4 tsp aluminum free baking soda per quart litre alkalinize water making effective disease effective powerful coved vaccines side effect free used never got vaccinated went two years coved 70s without even hiccup exactly
UgyhqmWRURr5Zyn4LaB4AaABAg,@farmerinthedell7,Climate Change,2026 isn't breaking heat records - yet. El Nino is forecast to spike temperatures,Associated Press,You aren’t taking into account all the volcanic activity that has gone on this year. Report everything.,negative,negative,negative,negative,taking account volcanic activity gone year report everything
Ugysc6dzzEg8ilzHyet4AaABAg,@ONEisN0THING,Climate Change,"""It's clear to me that climate change is the single greatest threat to human security that we face""",Green Party of England & Wales,"Everybody wants to be ignorant till the water wars kick off.

Oil barons won't hand over their empire of capital without a struggle",negative,negative,negative,negative,everybody wants ignorant till water wars kick oil barons hand empire capital without struggle
Ugy48jc5qvppgpPrCMF4AaABAg,@pvmagnus,Climate Change,Climate crisis is 'biggest threat since WW2': Is this hysterics or hard truth?,LBC,"He's not being hyperbolic. Was WW2 an issue before bombs were being dropped on their beds. Er yes. Planet is literally on the verge of running out of food. This stuff is happening almost every year now. It is literally getting to the end of civilization as we know it. 

You surely must see this overall trend.",negative,negative,negative,negative,hyperbolic ww2 issue bombs dropped beds er yes planet literally verge running food stuff happening almost every year literally getting end civilization know surely must see overall trend
UgziEZ68z2Rsiprhsxp4AaABAg,@adriandavis9075,Climate Change,Record heatwave 'impossible' without climate change #weather #heatwave #climatechange,ITV News,At this rate in another 25 years Jesus Christ,negative,negative,negative,negative,rate another 25 years jesus christ
UgwIO8CcpzSKFJMa8iJ4AaABAg,@NormanMay-y2z,Climate Change,JUST IN: Sheldon Whitehouse And Ron Johnson Get Into Climate Change Debate On Senate Floor,Forbes Breaking News,"With the priced of fossil fuels going thru the roof, electric power grows in demand and research makes it viable. Electricity travels without using fossil fuels, we just need more clean generation. Trump may have pushed through a change without seeing it coming.",positive,positive,positive,positive,priced fossil fuels going thru roof electric power grows demand research makes viable electricity travels without using fossil fuels need clean generation trump may pushed change without seeing coming
Ugw2c6fDioOeDGfNg8t4AaABAg,@transplantman,Climate Change,Climate Change is Destroying Lives... Now,ClimateAdam,"It is BANANAS that Elon Musk is going on TV talking about NPOs “filling in the gaps” of government action that HE defunded, instead of funding communities in his own country to make up for government action.",negative,negative,negative,negative,bananas elon musk going tv talking npos filling gaps government action defunded instead funding communities country make government action
UgwNq4cC4kvf9Mvxwfl4AaABAg,@Jeb-o9w,Climate Change,Climate Change Is Already Affecting Your Health. Here's What We Can Do.,Carnegie Endowment,"Anything with the name Carnegie attached to it is complete and udder bullshlt! Same goes for Morgan, Stanley, Rockefeller, and Chase!",negative,negative,negative,negative,anything name carnegie attached complete udder bullshlt goes morgan stanley rockefeller chase
UgzCzVWuFm5FqNa8Fed4AaABAg,@gamingtonight1526,Climate Change,Climate change fueled the 2026 snow drought,9NEWS,"Shows a lawn being cut by a PETROL machine. Humans are so stupid, there is no way civilization will survive the next decade!",negative,negative,negative,negative,shows lawn cut petrol machine humans stupid way civilization survive next decade
UgzJwmAS1cDrUIk9qZ94AaABAg,@amiava4213,Climate Change,Climate change reality check,ABC News,"How do I know that the climate *crisis* is a scam? Here are five reasons:

1️⃣ None of the politicians, celebrities, or “scientists” yammering about it have altered their lifestyles an inch. If they opted to forgo using O&G products, then I’d take them seriously. Actions speak louder than words.

2️⃣ Climate conferences aren’t being held virtually on Zoom using their large meeting extensions. It’s doable, they just choose not to. They like to fly overseas to lecture us about reducing our “carbon footprint” all the while they do nothing to lower their own.

3️⃣ Wealthier alarmists are still living on or buying oceanfront property. If ocean levels were really rising at a catastrophic rate (as opposed to the gradual increase that is actually occurring), then they would move inland and banks would not approve loans.

4️⃣ Alarmists rarely, if ever criticize China and India, and they always come up with all sorts of wonderful excuses as to why those nations get a free pass to continue emitting so-called “carbon pollution.” 

5️⃣ The only solutions they offer involve increased governmental power. Higher taxes. EV mandates. Restrictions or bans on the energy sectors they don’t like.

And, as an added bonus, no real-world data proves, much less suggests that we are facing an “existential crisis.” Even the IPCC doesn’t use such rhetoric because it isn’t based on science.

I don’t deny that climate change exists.

It always has. And, I don’t even deny that at least some of the increase in temperatures is anthropogenic.

But I just don’t care because it isn’t that big of a deal.

Extreme weather cannot be taxed away. Our vulnerability will continue to increase so long as we build in disaster-prone areas.

Politicians cannot take our wallets and set a thermostat on the planet.",negative,negative,negative,negative,know climate crisis scam five reasons 1 none politicians celebrities scientists yammering altered lifestyles inch opted forgo using g products take seriously actions speak louder words 2 climate conferences held virtually zoom using large meeting extensions doable choose like fly overseas lecture us reducing carbon footprint nothing lower 3 wealthier alarmists still living buying oceanfront property ocean levels really rising catastrophic rate opposed gradual increase actually occurring would move inland banks would approve loans 4 alarmists rarely ever criticize china india always come sorts wonderful excuses nations get free pass continue emitting called carbon pollution 5 solutions offer involve increased governmental power higher taxes ev mandates restrictions bans energy sectors like added bonus real world data proves much less suggests facing existential crisis even ipcc use rhetoric based science deny climate change exists always even deny least increase temperatures anthropogenic care big deal extreme weather cannot taxed away vulnerability continue increase long build disaster prone areas politicians cannot take wallets set thermostat planet
UgzqKvMfVDUz9wo1DXd4AaABAg,@Asqusjismedu25,Climate Change,Climate change: Are there too many people? - 6 Minute English,BBC Learning English,"VOCABULARY IN “climate change: are there too many people” 1. Carbon footprint: measurement of how much carbon dioxide is produced by someone's everyday activities 2. Controversial: causing disagreement or discussion: 3. Soared: to rise very quickly to a high level 4. Astonishing: very surprising 5. Crunch number: perform many mathematical calculations involving large amounts of data and numbers 6. Mod cons: technology and machines like cars, washing machines, air-conditioning, and fridges which make life easier and more pleasant 7. Reckon: to calculate an amount 8. Affluence: having lots of money or owning many material possessions 9. Derive: to get something from something else 10. let your heart rule your head (idiom) do something based on emotion or personal desires rather than for logical or practical",neutral,neutral,neutral,neutral,vocabulary climate change many people 1 carbon footprint measurement much carbon dioxide produced someone everyday activities 2 controversial causing disagreement discussion 3 soared rise quickly high level 4 astonishing surprising 5 crunch number perform many mathematical calculations involving large amounts data numbers 6 mod cons technology machines like cars washing machines air conditioning fridges make life easier pleasant 7 reckon calculate amount 8 affluence lots money owning many material possessions 9 derive get something something else 10 let heart rule head idiom something based emotion personal desires rather logical practical
